site,scrap_time,path,has_html,inline_count,external_count,onclick_count,onload_count,onchange_count,avg_inline_script_block,avg_external_script_block,avg_onclick_count,avg_onload_count,avg_onchange_count,avg_cyc_complexity,library_code_count,Predicted Results,Actual Results
musicgeneration.com.ua,2017-11-26 08-44-07,C:\Phishing Project\phishtank - november 2017\content\424\musicgeneration.com.ua\2017-11-26 08-44-07,1,6.0,2.0,2,1.0,0.0,0.0,1545.0,3098,1,1,1.0,1,phish,phish
www.happy-directory.com,2017-09-21 10-55-35,C:\Phishing Project\phishtank - september 2017\content\368\www.happy-directory.com\2017-09-21 10-55-35,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
zcdg4aurtn9.ebj7a6i8le.biz,2017-11-18 01-54-02,C:\Phishing Project\phishtank - november 2017\content\af9\zcdg4aurtn9.ebj7a6i8le.biz\2017-11-18 01-54-02,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
tournamentsoftware.bid,2017-11-17 04-44-03,C:\Phishing Project\phishtank - november 2017\content\34e\tournamentsoftware.bid\2017-11-17 04-44-03,1,5.0,3.0,1,0.0,0.0,0.0,20.0,76,0,2,1.0,2,phish,phish
www.cloudcreations.in,2017-09-23 06-44-15,C:\Phishing Project\phishtank - september 2017\content\769\www.cloudcreations.in\2017-09-23 06-44-15,1,1.0,2.0,1,0.0,0.0,0.0,4.0,30,0,2,0.0,0,phish,phish
convinced-allegatio.000webhostapp.com,2017-11-17 02-44-01,C:\Phishing Project\phishtank - november 2017\content\712\convinced-allegatio.000webhostapp.com\2017-11-17 02-44-01,1,0.0,3.0,2,0.0,0.0,0.0,207.0,387,2,1,1.0,1,phish,phish
ez0664.nmcfq56.biz,2017-11-15 10-54-06,C:\Phishing Project\phishtank - november 2017\content\e17\ez0664.nmcfq56.biz\2017-11-15 10-54-06,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
thresholdofadream.com,2017-11-26 04-59-02,C:\Phishing Project\phishtank - november 2017\content\11f\thresholdofadream.com\2017-11-26 04-59-02,1,0.0,1.0,2,0.5,0.5,0.0,0.0,0,0,0,0.0,0,phish,phish
loversa.com.mx,2017-11-26 04-44-13,C:\Phishing Project\phishtank - november 2017\content\349\loversa.com.mx\2017-11-26 04-44-13,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
mynimi.net,2017-11-20 11-08-56,C:\target site - 20K alexa\content\d2e\mynimi.net\2017-11-20 11-08-56,1,2.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
wig.li,2017-11-25 10-44-06,C:\Phishing Project\phishtank - november 2017\content\c4b\wig.li\2017-11-25 10-44-06,1,8.0,14.0,2,0.0,0.0,0.0,120.68181820000001,6515,2,22,1.0,22,phish,phish
www.whindart.net,2017-11-26 02-44-07,C:\Phishing Project\phishtank - november 2017\content\f2a\www.whindart.net\2017-11-26 02-44-07,1,1.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.babaomuju.com,2017-09-22 01-44-06,C:\Phishing Project\phishtank - september 2017\content\185\www.babaomuju.com\2017-09-22 01-44-06,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
foto5minutos.com.br,2017-10-05 03-49-21,C:\Phishing Project\phishtank - october 2017\content\8dd\foto5minutos.com.br\2017-10-05 03-49-21,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
remszeitung.de,2017-11-21 07-50-20,C:\target site - 20K alexa\content\55b\remszeitung.de\2017-11-21 07-50-20,1,4.0,7.0,1,0.0,0.0,0.0,44.0,475,3,4,0.5,2,phish,alexa
win-tabletennis.com,2017-11-23 04-44-15,C:\Phishing Project\phishtank - november 2017\content\1c0\win-tabletennis.com\2017-11-23 04-44-15,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
adobe-online-norovlin.000webhostapp.com,2017-11-17 04-49-00,C:\Phishing Project\phishtank - november 2017\content\46b\adobe-online-norovlin.000webhostapp.com\2017-11-17 04-49-00,1,0.0,3.0,2,0.0,0.0,0.0,207.0,387,2,1,1.0,1,phish,phish
givagarden.com,2017-11-21 03-14-26,C:\Phishing Project\phishtank - november 2017\content\be1\givagarden.com\2017-11-21 03-14-26,1,1.0,7.5,2,0.0,0.0,0.0,56.9,1893,5,10,0.3,3,phish,phish
airportsecurityblog.com,2017-11-23 08-54-07,C:\Phishing Project\phishtank - november 2017\content\226\airportsecurityblog.com\2017-11-23 08-54-07,1,4.0,5.0,2,0.0,0.0,0.0,400.3333333,3918,2,3,1.0,3,phish,phish
www.hafnium.fr,2017-11-23 06-44-37,C:\Phishing Project\phishtank - november 2017\content\13c\www.hafnium.fr\2017-11-23 06-44-37,1,0.0,0.0,1,3.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
revathskumar.com,2017-12-04 07-30-03,C:\target site - 20K alexa\content\5ac\revathskumar.com\2017-12-04 07-30-03,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
www.beachclubresorts.co.uk,2017-11-23 08-14-10,C:\Phishing Project\phishtank - november 2017\content\f7b\www.beachclubresorts.co.uk\2017-11-23 08-14-10,1,1.0,0.0,1,2.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
accountnotification.aba.ae,2017-09-21 04-49-46,C:\Phishing Project\phishtank - september 2017\content\166\accountnotification.aba.ae\2017-09-21 04-49-46,1,0.5,0.5,2,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
www.feolifineart.net,2017-09-22 09-39-00,C:\Phishing Project\phishtank - september 2017\content\0f1\www.feolifineart.net\2017-09-22 09-39-00,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
fachhochschulenordwestschweiz.weebly.com,2017-10-05 07-34-00,C:\Phishing Project\phishtank - october 2017\content\c48\fachhochschulenordwestschweiz.weebly.com\2017-10-05 07-34-00,1,11.0,13.0,1,0.0,0.0,0.0,1167.333333,25974,6,6,0.833333333,5,phish,phish
www.gerolf.org,2017-11-21 03-14-07,C:\Phishing Project\phishtank - november 2017\content\33f\www.gerolf.org\2017-11-21 03-14-07,1,0.666666667,5.0,3,0.0,0.0,0.0,56.9,1893,5,10,0.3,3,phish,phish
nicoleeejohnson16.000webhostapp.com,2017-09-23 01-24-02,C:\Phishing Project\phishtank - september 2017\content\7fe\nicoleeejohnson16.000webhostapp.com\2017-09-23 01-24-02,1,1.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
sparkasse-sicherheit.bank-deutschland-filliale.info,2017-11-17 07-14-03,C:\Phishing Project\phishtank - november 2017\content\df1\sparkasse-sicherheit.bank-deutschland-filliale.info\2017-11-17 07-14-03,1,1.0,7.5,2,0.0,0.0,0.0,56.9,1893,5,10,0.3,3,phish,phish
payment-account-manager-notification.avang.mx,2017-09-22 03-19-05,C:\Phishing Project\phishtank - september 2017\content\41b\payment-account-manager-notification.avang.mx\2017-09-22 03-19-05,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
www.banjirdolar.com,2017-11-26 06-39-01,C:\Phishing Project\phishtank - november 2017\content\070\www.banjirdolar.com\2017-11-26 06-39-01,1,0.0,2.0,1,1.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
heroinaddictiontreatments.jimdo.com,2017-10-05 07-29-12,C:\Phishing Project\phishtank - october 2017\content\8d8\heroinaddictiontreatments.jimdo.com\2017-10-05 07-29-12,1,7.0,2.0,1,0.0,0.0,0.0,0.0,0,2,0,0.0,0,phish,phish
barclaysbinkloan.com,2017-09-24 11-39-48,C:\Phishing Project\phishtank - september 2017\content\179\barclaysbinkloan.com\2017-09-24 11-39-48,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
kunden-commerzbank.de-lp-privat-anmeldung.ru,2017-11-17 07-44-44,C:\Phishing Project\phishtank - november 2017\content\dbe\kunden-commerzbank.de-lp-privat-anmeldung.ru\2017-11-17 07-44-44,1,10.0,2.0,2,0.0,0.0,0.0,896.0,2329,1,1,1.0,1,phish,phish
forum.games-universe.net,2017-09-22 08-14-03,C:\Phishing Project\phishtank - september 2017\content\c9a\forum.games-universe.net\2017-09-22 08-14-03,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
click-don.ru,2017-09-23 03-34-07,C:\Phishing Project\phishtank - september 2017\content\5a6\click-don.ru\2017-09-23 03-34-07,1,2.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
895-744-315.895-744-315.895-744-315.uqvrc9onimiow50et5ki.9zrxdknkz9dlkmg.com.ve,2017-09-23 04-24-28,C:\Phishing Project\phishtank - september 2017\content\60b\895-744-315.895-744-315.895-744-315.uqvrc9onimiow50et5ki.9zrxdknkz9dlkmg.com.ve\2017-09-23 04-24-28,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.kps.co.tz,2017-11-26 12-04-05,C:\Phishing Project\phishtank - november 2017\content\159\www.kps.co.tz\2017-11-26 12-04-05,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
skytorrents.in,2017-11-20 12-53-07,C:\target site - 20K alexa\content\21c\skytorrents.in\2017-11-20 12-53-07,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
radiokarisma.com,2017-11-24 08-44-58,C:\Phishing Project\phishtank - november 2017\content\460\radiokarisma.com\2017-11-24 08-44-58,1,7.0,1.0,1,2.0,0.0,0.0,86.0,904,0,1,1.0,1,phish,phish
www.brunolustro.com,2017-09-22 09-13-59,C:\Phishing Project\phishtank - september 2017\content\d84\www.brunolustro.com\2017-09-22 09-13-59,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.login-resolve-confirmation-policy.com,2017-11-24 04-49-35,C:\Phishing Project\phishtank - november 2017\content\279\www.login-resolve-confirmation-policy.com\2017-11-24 04-49-35,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
ssl.bmo-onlineverification.com,2017-11-17 07-09-02,C:\Phishing Project\phishtank - november 2017\content\8bd\ssl.bmo-onlineverification.com\2017-11-17 07-09-02,1,2.0,3.0,1,2.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
indoorsfitness.com,2017-09-22 01-44-28,C:\Phishing Project\phishtank - september 2017\content\17c\indoorsfitness.com\2017-09-22 01-44-28,1,2.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.tersamonia.ro,2017-09-20 03-14-03,C:\Phishing Project\phishtank - september 2017\content\8d2\www.tersamonia.ro\2017-09-20 03-14-03,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
action-here.com,2017-11-26 01-34-00,C:\Phishing Project\phishtank - november 2017\content\eff\action-here.com\2017-11-26 01-34-00,1,1.0,3.0,1,0.0,0.0,0.0,0.0,0,3,0,0.0,0,phish,phish
florencein60minutes.com,2017-09-28 11-49-13,C:\Phishing Project\phishtank - september 2017\content\452\florencein60minutes.com\2017-09-28 11-49-13,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
tallera2.net,2017-11-26 01-14-24,C:\Phishing Project\phishtank - november 2017\content\63f\tallera2.net\2017-11-26 01-14-24,1,5.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
orlica.com.pl,2017-11-17 05-45-16,C:\Phishing Project\phishtank - november 2017\content\8ae\orlica.com.pl\2017-11-17 05-45-16,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
foreverdivine.com.au,2017-11-24 01-45-07,C:\Phishing Project\phishtank - november 2017\content\9e7\foreverdivine.com.au\2017-11-24 01-45-07,1,1.0,1.0,1,1.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
duke.hostonwin.com,2017-11-19 02-44-32,C:\Phishing Project\phishtank - november 2017\content\1eb\duke.hostonwin.com\2017-11-19 02-44-32,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
paypansupportnew.cf,2017-10-05 04-44-23,C:\Phishing Project\phishtank - october 2017\content\22e\paypansupportnew.cf\2017-10-05 04-44-23,1,6.0,1.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
numet.co.tz,2017-11-25 12-49-40,C:\Phishing Project\phishtank - november 2017\content\501\numet.co.tz\2017-11-25 12-49-40,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
xistoflex.com.br,2017-11-26 08-44-43,C:\Phishing Project\phishtank - november 2017\content\0a8\xistoflex.com.br\2017-11-26 08-44-43,1,1.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
canadian-security.com,2017-10-05 02-39-04,C:\Phishing Project\phishtank - october 2017\content\81a\canadian-security.com\2017-10-05 02-39-04,1,5.0,37.0,1,0.0,0.0,0.0,0.0,0,36,0,0.0,0,phish,phish
joelewisassociation.com,2017-11-26 02-14-28,C:\Phishing Project\phishtank - november 2017\content\2d1\joelewisassociation.com\2017-11-26 02-14-28,1,1.0,4.0,2,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
powerlogic.net.au,2017-11-24 08-54-00,C:\Phishing Project\phishtank - november 2017\content\432\powerlogic.net.au\2017-11-24 08-54-00,1,4.0,4.5,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
subyshare.com,2017-11-20 02-47-57,C:\target site - 20K alexa\content\67e\subyshare.com\2017-11-20 02-47-57,1,1.0,3.0,1,0.0,0.0,0.0,61.0,806,2,1,0.0,0,phish,alexa
www.shaveshituf.com,2017-11-25 10-39-07,C:\Phishing Project\phishtank - november 2017\content\12e\www.shaveshituf.com\2017-11-25 10-39-07,1,0.0,1.0,2,0.5,0.5,0.0,0.0,0,0,0,0.0,0,phish,phish
www.forceelectronicsbd.com,2017-09-23 11-49-21,C:\Phishing Project\phishtank - september 2017\content\a05\www.forceelectronicsbd.com\2017-09-23 11-49-21,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
www.biofuturo.cl,2017-11-19 07-14-18,C:\Phishing Project\phishtank - november 2017\content\03c\www.biofuturo.cl\2017-11-19 07-14-18,1,1.0,2.0,1,2.0,0.0,0.0,9.0,62,1,1,0.0,0,phish,phish
c0166.paas1.ams.modxcloud.com,2017-11-23 08-44-36,C:\Phishing Project\phishtank - november 2017\content\b71\c0166.paas1.ams.modxcloud.com\2017-11-23 08-44-36,1,1.0,4.0,1,0.0,0.0,0.0,20.0,171,0,4,0.25,1,phish,phish
confirm-fb-notice.125mb.com,2017-09-22 04-50-25,C:\Phishing Project\phishtank - september 2017\content\6f8\confirm-fb-notice.125mb.com\2017-09-22 04-50-25,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
olasyar.org.pk,2017-09-21 11-01-18,C:\Phishing Project\phishtank - september 2017\content\833\olasyar.org.pk\2017-09-21 11-01-18,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
l-oracle.com,2017-11-23 05-49-27,C:\Phishing Project\phishtank - november 2017\content\8a5\l-oracle.com\2017-11-23 05-49-27,1,0.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
99.v3pprjv.biz,2017-11-24 07-59-00,C:\Phishing Project\phishtank - november 2017\content\ad0\99.v3pprjv.biz\2017-11-24 07-59-00,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
aptra.mx,2017-09-21 05-30-31,C:\Phishing Project\phishtank - september 2017\content\7be\aptra.mx\2017-09-21 05-30-31,1,6.0,1.0,1,2.0,0.0,0.0,86.0,904,0,1,1.0,1,phish,phish
fxopen.co.uk,2017-12-03 11-52-39,C:\target site - 20K alexa\content\0da\fxopen.co.uk\2017-12-03 11-52-39,1,1.0,1.0,1,0.0,0.0,0.0,503.0,1465,0,1,1.0,1,phish,alexa
eziolindofullcheckers.com,2017-11-20 07-44-00,C:\Phishing Project\phishtank - november 2017\content\a81\eziolindofullcheckers.com\2017-11-20 07-44-00,1,4.0,2.0,1,0.0,0.0,0.0,0.0,0,2,0,0.0,0,phish,phish
www.unitedobth.com,2017-09-28 07-28-59,C:\Phishing Project\phishtank - september 2017\content\582\www.unitedobth.com\2017-09-28 07-28-59,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
mailnotification000.000webhostapp.com,2017-11-18 05-29-06,C:\Phishing Project\phishtank - november 2017\content\0bd\mailnotification000.000webhostapp.com\2017-11-18 05-29-06,1,0.0,3.0,2,0.0,0.0,0.0,207.0,387,2,1,1.0,1,phish,phish
paypal.com.com-yuafsdxctgfastygxcfatyfsxytufasnwt.com,2017-11-24 12-14-16,C:\Phishing Project\phishtank - november 2017\content\977\paypal.com.com-yuafsdxctgfastygxcfatyfsxytufasnwt.com\2017-11-24 12-14-16,1,15.2,11.2,5,0.0,0.0,0.0,3285.0,8418,3,2,1.0,2,phish,phish
hot-fetishes.com,2017-11-21 01-31-45,C:\target site - 20K alexa\content\c74\hot-fetishes.com\2017-11-21 01-31-45,1,0.0,1.0,1,0.0,0.0,0.0,19.0,68,0,1,0.0,0,phish,alexa
jfe.colesonline.es,2017-11-24 12-19-04,C:\Phishing Project\phishtank - november 2017\content\300\jfe.colesonline.es\2017-11-24 12-19-04,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.matinakassiopi.com,2017-09-20 12-20-17,C:\Phishing Project\phishtank - september 2017\content\382\www.matinakassiopi.com\2017-09-20 12-20-17,1,2.0,1.0,1,0.0,0.0,0.0,49.0,214,0,1,0.0,0,phish,phish
www.blog.marketmmt.com,2017-11-26 02-29-06,C:\Phishing Project\phishtank - november 2017\content\476\www.blog.marketmmt.com\2017-11-26 02-29-06,1,0.5,1.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
domesindia.com,2017-09-21 02-14-06,C:\Phishing Project\phishtank - september 2017\content\52d\domesindia.com\2017-09-21 02-14-06,1,6.0,4.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
hubluewin.weebly.com,2017-09-22 12-19-07,C:\Phishing Project\phishtank - september 2017\content\2fb\hubluewin.weebly.com\2017-09-22 12-19-07,1,12.0,17.0,1,0.0,0.0,0.0,896.625,26567,8,8,0.625,5,phish,phish
zabas.com.co,2017-11-20 07-24-02,C:\Phishing Project\phishtank - november 2017\content\0f7\zabas.com.co\2017-11-20 07-24-02,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
net-club.co.jp,2017-11-21 03-57-33,C:\target site - 20K alexa\content\116\net-club.co.jp\2017-11-21 03-57-33,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
www.biowoz.com,2017-09-20 08-27-48,C:\Phishing Project\phishtank - september 2017\content\876\www.biowoz.com\2017-09-20 08-27-48,1,1.0,3.0,1,0.0,0.0,0.0,52.0,156,1,1,0.0,0,phish,phish
juliofernandeez17.000webhostapp.com,2017-09-22 04-19-15,C:\Phishing Project\phishtank - september 2017\content\448\juliofernandeez17.000webhostapp.com\2017-09-22 04-19-15,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
neemranalucknow.com,2017-09-22 12-45-23,C:\Phishing Project\phishtank - september 2017\content\3e9\neemranalucknow.com\2017-09-22 12-45-23,1,5.0,6.0,1,0.0,0.0,0.0,284.5,1891,3,2,0.5,1,phish,phish
jhdfdfdjfdfjdjddaad.com,2017-11-26 09-24-03,C:\Phishing Project\phishtank - november 2017\content\780\jhdfdfdjfdfjdjddaad.com\2017-11-26 09-24-03,1,3.0,6.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
vermelho-friday.org,2017-11-17 04-14-00,C:\Phishing Project\phishtank - november 2017\content\388\vermelho-friday.org\2017-11-17 04-14-00,1,42.0,45.5,2,9.0,0.0,0.0,137.952381,9856,14,21,0.6190476189999999,13,phish,phish
file.halogenwebstudio.com,2017-11-24 03-44-31,C:\Phishing Project\phishtank - november 2017\content\7b8\file.halogenwebstudio.com\2017-11-24 03-44-31,1,1.0,4.0,2,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
www.maboneng.com,2017-09-24 06-14-14,C:\Phishing Project\phishtank - september 2017\content\7d0\www.maboneng.com\2017-09-24 06-14-14,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
viabcpzonaservicio.com,2017-11-23 09-59-06,C:\Phishing Project\phishtank - november 2017\content\c4f\viabcpzonaservicio.com\2017-11-23 09-59-06,1,8.0,8.0,2,4.0,0.0,2.0,282.6,5045,3,5,0.0,0,phish,phish
www.fredsamplifiers.com.au,2017-11-24 06-44-24,C:\Phishing Project\phishtank - november 2017\content\04c\www.fredsamplifiers.com.au\2017-11-24 06-44-24,1,0.0,2.0,1,1.0,1.0,0.0,0.0,0,1,0,0.0,0,phish,phish
altusairflow.com,2017-09-20 09-21-26,C:\Phishing Project\phishtank - september 2017\content\bbf\altusairflow.com\2017-09-20 09-21-26,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
webmailidorange.000webhostapp.com,2017-09-21 09-14-08,C:\Phishing Project\phishtank - september 2017\content\871\webmailidorange.000webhostapp.com\2017-09-21 09-14-08,1,1.0,1.0,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
gbsolucoes.com.br,2017-11-26 02-14-00,C:\Phishing Project\phishtank - november 2017\content\652\gbsolucoes.com.br\2017-11-26 02-14-00,1,1.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
gg.gg,2017-11-23 07-44-02,C:\Phishing Project\phishtank - november 2017\content\80b\gg.gg\2017-11-23 07-44-02,1,2.0,2.0,1,0.0,0.0,0.0,22.0,76,1,1,0.0,0,phish,phish
graciayburillo.es,2017-09-22 11-30-49,C:\Phishing Project\phishtank - september 2017\content\fe9\graciayburillo.es\2017-09-22 11-30-49,1,0.0,2.0,1,0.0,0.0,0.0,4.0,33,0,2,0.5,1,phish,phish
laapp.com,2017-11-17 10-45-20,C:\Phishing Project\phishtank - november 2017\content\00d\laapp.com\2017-11-17 10-45-20,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
productfiftytwo.com,2017-11-17 01-24-06,C:\Phishing Project\phishtank - november 2017\content\ca7\productfiftytwo.com\2017-11-17 01-24-06,1,23.0,7.0,2,8.0,0.0,0.0,874.0,5520,3,2,1.0,2,phish,phish
segselect.com.br,2017-11-20 06-19-01,C:\Phishing Project\phishtank - november 2017\content\24f\segselect.com.br\2017-11-20 06-19-01,1,8.0,2.0,2,0.0,0.0,0.0,0.0,0,2,0,0.0,0,phish,phish
www.adds-notify0017.com,2017-10-05 12-49-20,C:\Phishing Project\phishtank - october 2017\content\583\www.adds-notify0017.com\2017-10-05 12-49-20,1,1.0,1.0,1,1.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
www.chapaccd.com,2017-09-20 10-03-29,C:\Phishing Project\phishtank - september 2017\content\31a\www.chapaccd.com\2017-09-20 10-03-29,1,0.0,4.0,1,2.0,0.0,0.0,61.0,805,1,3,0.666666667,2,phish,phish
appleblossombnb.com,2017-09-28 10-44-02,C:\Phishing Project\phishtank - september 2017\content\266\appleblossombnb.com\2017-09-28 10-44-02,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
itau-segurospk.ml,2017-11-21 03-14-02,C:\Phishing Project\phishtank - november 2017\content\234\itau-segurospk.ml\2017-11-21 03-14-02,1,1.0,2.0,2,0.0,1.0,0.0,55.0,229,1,1,0.0,0,phish,phish
tokohalalpojok.com,2017-09-24 10-44-21,C:\Phishing Project\phishtank - september 2017\content\9a0\tokohalalpojok.com\2017-09-24 10-44-21,1,4.0,1.0,1,0.0,1.0,0.0,0.0,0,1,0,0.0,0,phish,phish
watercarensw.com.au,2017-11-20 05-44-17,C:\Phishing Project\phishtank - november 2017\content\010\watercarensw.com.au\2017-11-20 05-44-17,1,10.0,5.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
dexter-ist.com,2017-11-20 01-58-25,C:\target site - 20K alexa\content\9cd\dexter-ist.com\2017-11-20 01-58-25,1,2.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
propellertechnologies.in,2017-09-20 03-54-08,C:\Phishing Project\phishtank - september 2017\content\8a4\propellertechnologies.in\2017-09-20 03-54-08,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
22568.com,2017-11-20 04-17-02,C:\target site - 20K alexa\content\e49\22568.com\2017-11-20 04-17-02,1,2.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
update.astrologyforlover.com,2017-09-21 09-49-07,C:\Phishing Project\phishtank - september 2017\content\e9a\update.astrologyforlover.com\2017-09-21 09-49-07,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
rembourssement-enligne.impots-finance-verification.com,2017-11-19 07-14-10,C:\Phishing Project\phishtank - november 2017\content\7b1\rembourssement-enligne.impots-finance-verification.com\2017-11-19 07-14-10,1,0.0,2.0,1,1.0,1.0,0.0,0.0,140,0,1,0.0,0,phish,phish
www.rochesternyforsale.com,2017-11-17 06-45-16,C:\Phishing Project\phishtank - november 2017\content\36f\www.rochesternyforsale.com\2017-11-17 06-45-16,1,6.0,12.0,1,0.0,0.0,0.0,200.66666669999998,3154,6,6,0.833333333,5,phish,phish
sawmadalitlogs.net,2017-11-20 09-59-03,C:\Phishing Project\phishtank - november 2017\content\57d\sawmadalitlogs.net\2017-11-20 09-59-03,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
qa.bu.ac.th,2017-09-22 04-09-00,C:\Phishing Project\phishtank - september 2017\content\c7f\qa.bu.ac.th\2017-09-22 04-09-00,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
infocenter.gov.az,2017-12-04 10-17-38,C:\target site - 20K alexa\content\8f6\infocenter.gov.az\2017-12-04 10-17-38,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
careparkauspm-my.sharepoint.com,2017-11-20 03-29-04,C:\Phishing Project\phishtank - november 2017\content\b84\careparkauspm-my.sharepoint.com\2017-11-20 03-29-04,1,2.0,2.0,2,0.5,2.0,0.0,33.0,68,1,1,0.0,0,phish,phish
goodlogstext4004.000webhostapp.com,2017-10-01 09-34-00,C:\Phishing Project\phishtank - october 2017\content\88a\goodlogstext4004.000webhostapp.com\2017-10-01 09-34-00,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
mmp.ocjlrmb.biz,2017-11-17 12-14-00,C:\Phishing Project\phishtank - november 2017\content\d6c\mmp.ocjlrmb.biz\2017-11-17 12-14-00,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
